threshold,fpr,tpr,delta_fpr,avg_tpr,segment_area,cumulative_auc
0.9996945186605172,0.000000,0.432573,0.000000,0.432477,0.000000,0.000000
0.9996934988415902,0.000000,0.432718,0.000000,0.432646,0.000000,0.000000
0.9996892715851992,0.000000,0.433298,0.000000,0.433008,0.000000,0.000000
0.9996884150422557,0.000000,0.433395,0.000000,0.433346,0.000000,0.000000
0.9996867870015668,0.000000,0.433443,0.000000,0.433419,0.000000,0.000000
0.9996839268725967,0.000000,0.433539,0.000000,0.433491,0.000000,0.000000
0.9996810051137942,0.000000,0.434071,0.000000,0.433805,0.000000,0.000000
0.9996754133818542,0.000000,0.434361,0.000000,0.434216,0.000000,0.000000
0.9996743035134752,0.000000,0.434747,0.000000,0.434554,0.000000,0.000000
0.9996730442583014,0.000000,0.434844,0.000000,0.434795,0.000000,0.000000
0.9996699518058256,0.000000,0.435133,0.000000,0.434988,0.000000,0.000000
0.9996698611160785,0.000000,0.435327,0.000000,0.435230,0.000000,0.000000
0.9996682187014494,0.000000,0.435423,0.000000,0.435375,0.000000,0.000000
0.9996679762317785,0.000000,0.435520,0.000000,0.435471,0.000000,0.000000
0.9996626574712191,0.000000,0.435568,0.000000,0.435544,0.000000,0.000000
0.9996602621286054,0.000000,0.435761,0.000000,0.435665,0.000000,0.000000
0.9996595695821067,0.000000,0.435810,0.000000,0.435785,0.000000,0.000000
0.9996593324766085,0.000000,0.435954,0.000000,0.435882,0.000000,0.000000
0.9996500349041972,0.000000,0.436051,0.000000,0.436003,0.000000,0.000000
0.9996493270360675,0.000000,0.436148,0.000000,0.436099,0.000000,0.000000
0.999648605220069,0.000000,0.436196,0.000000,0.436172,0.000000,0.000000
0.99964537430413,0.000000,0.436293,0.000000,0.436244,0.000000,0.000000
0.9996411998296709,0.000000,0.436534,0.000000,0.436413,0.000000,0.000000
0.999639115991487,0.000000,0.436582,0.000000,0.436558,0.000000,0.000000
0.9996380493201796,0.000000,0.437355,0.000000,0.436969,0.000000,0.000000
0.9996301250463611,0.000000,0.437693,0.000000,0.437524,0.000000,0.000000
0.9996294318429942,0.000000,0.437983,0.000000,0.437838,0.000000,0.000000
0.9996293396088402,0.000000,0.438176,0.000000,0.438080,0.000000,0.000000
0.9996248911789776,0.000000,0.438321,0.000000,0.438249,0.000000,0.000000
0.9996189236404527,0.000000,0.438418,0.000000,0.438369,0.000000,0.000000
0.9996177983018895,0.000000,0.442378,0.000000,0.440398,0.000000,0.000000
0.9996167669774478,0.000000,0.442427,0.000000,0.442402,0.000000,0.000000
0.9996149167674138,0.000000,0.442523,0.000000,0.442475,0.000000,0.000000
0.9996134341233784,0.000000,0.442571,0.000000,0.442547,0.000000,0.000000
0.9996126102473698,0.000000,0.442668,0.000000,0.442620,0.000000,0.000000
0.999610281257937,0.000000,0.442765,0.000000,0.442716,0.000000,0.000000
0.9996087991559846,0.000000,0.442958,0.000000,0.442861,0.000000,0.000000
0.9996079559583437,0.000000,0.443248,0.000000,0.443103,0.000000,0.000000
0.9995933979317881,0.000000,0.443441,0.000000,0.443344,0.000000,0.000000
0.9995894359887285,0.000000,0.443731,0.000000,0.443586,0.000000,0.000000
0.9995870071756033,0.000000,0.443827,0.000000,0.443779,0.000000,0.000000
0.9995859301149097,0.000000,0.443924,0.000000,0.443876,0.000000,0.000000
0.9995859094643074,0.000000,0.444214,0.000000,0.444069,0.000000,0.000000
0.9995820623795578,0.000000,0.444407,0.000000,0.444310,0.000000,0.000000
0.9995754634806312,0.000000,0.444503,0.000000,0.444455,0.000000,0.000000
0.9995752498589541,0.000000,0.444986,0.000000,0.444745,0.000000,0.000000
0.9995709122260172,0.000000,0.445131,0.000000,0.445059,0.000000,0.000000
0.9995547386484733,0.000000,0.445469,0.000000,0.445300,0.000000,0.000000
0.9995541826009215,0.000000,0.445663,0.000000,0.445566,0.000000,0.000000
0.9995461260091677,0.000000,0.445904,0.000000,0.445783,0.000000,0.000000
0.9995456966000096,0.000000,0.446049,0.000000,0.445977,0.000000,0.000000
0.9995441386264988,0.000000,0.446146,0.000000,0.446097,0.000000,0.000000
0.9995418824980895,0.000000,0.446339,0.000000,0.446242,0.000000,0.000000
0.9995415673903618,0.000000,0.446435,0.000000,0.446387,0.000000,0.000000
0.9995348829745704,0.000000,0.446580,0.000000,0.446508,0.000000,0.000000
0.9995259619781561,0.000000,0.446870,0.000000,0.446725,0.000000,0.000000
0.999525455864161,0.000000,0.447015,0.000000,0.446943,0.000000,0.000000
0.9995194754761484,0.000000,0.447257,0.000000,0.447136,0.000000,0.000000
0.999512261363805,0.000000,0.447450,0.000000,0.447353,0.000000,0.000000
0.9994959048970373,0.000000,0.447788,0.000000,0.447619,0.000000,0.000000
0.9994918044689811,0.000000,0.447884,0.000000,0.447836,0.000000,0.000000
0.9994915096571875,0.000000,0.448029,0.000000,0.447957,0.000000,0.000000
0.999489364040797,0.000000,0.448223,0.000000,0.448126,0.000000,0.000000
0.9994781492356068,0.000000,0.448367,0.000000,0.448295,0.000000,0.000000
0.9994698353608631,0.000000,0.448464,0.000000,0.448416,0.000000,0.000000
0.9994682818642849,0.000000,0.449623,0.000000,0.449044,0.000000,0.000000
0.9994678854891927,0.000000,0.449672,0.000000,0.449647,0.000000,0.000000
0.9994625069984073,0.000000,0.450010,0.000000,0.449841,0.000000,0.000000
0.9994622233446026,0.000000,0.450058,0.000000,0.450034,0.000000,0.000000
0.9994619057957905,0.000000,0.450251,0.000000,0.450155,0.000000,0.000000
0.9994565694213691,0.000000,0.451169,0.000000,0.450710,0.000000,0.000000
0.9994553697020802,0.000000,0.451314,0.000000,0.451241,0.000000,0.000000
0.9994553196607023,0.000000,0.451410,0.000000,0.451362,0.000000,0.000000
0.9994466466965345,0.000000,0.451459,0.000000,0.451435,0.000000,0.000000
0.9994437937222622,0.000000,0.451555,0.000000,0.451507,0.000000,0.000000
0.9994417694836539,0.000000,0.451700,0.000000,0.451628,0.000000,0.000000
0.999440783276444,0.000000,0.451748,0.000000,0.451724,0.000000,0.000000
0.9994367230597812,0.000000,0.451845,0.000000,0.451797,0.000000,0.000000
0.9994149639814073,0.000000,0.452183,0.000000,0.452014,0.000000,0.000000
0.9994118643720407,0.000000,0.452714,0.000000,0.452449,0.000000,0.000000
0.9994115004921317,0.000000,0.452811,0.000000,0.452763,0.000000,0.000000
0.9994110807779912,0.000000,0.452859,0.000000,0.452835,0.000000,0.000000
0.9994035621471857,0.000000,0.453053,0.000000,0.452956,0.000000,0.000000
0.9994011696500752,0.000000,0.453149,0.000000,0.453101,0.000000,0.000000
0.999399304255992,0.000000,0.453391,0.000000,0.453270,0.000000,0.000000
0.9993495672877306,0.000000,0.453922,0.000000,0.453656,0.000000,0.000000
0.999349442962759,0.000000,0.454067,0.000000,0.453994,0.000000,0.000000
0.9993470788210586,0.000000,0.454115,0.000000,0.454091,0.000000,0.000000
0.9993470788210584,0.000000,0.454308,0.000000,0.454212,0.000000,0.000000
0.9993291424605667,0.000000,0.454453,0.000000,0.454381,0.000000,0.000000
0.9992918647116441,0.000000,0.454646,0.000000,0.454550,0.000000,0.000000
0.9992738130702845,0.000000,0.454888,0.000000,0.454767,0.000000,0.000000
0.9992728934661008,0.000000,0.455081,0.000000,0.454985,0.000000,0.000000
0.9992727587198766,0.000000,0.455129,0.000000,0.455105,0.000000,0.000000
0.9992679655019064,0.000000,0.455419,0.000000,0.455274,0.000000,0.000000
0.9992656146955302,0.000000,0.455516,0.000000,0.455468,0.000000,0.000000
0.999263428853939,0.000000,0.455564,0.000000,0.455540,0.000000,0.000000
0.9992615237688295,0.000000,0.455709,0.000000,0.455637,0.000000,0.000000
0.9992447492895914,0.000000,0.455951,0.000000,0.455830,0.000000,0.000000
0.9992413377572729,0.000000,0.456144,0.000000,0.456047,0.000000,0.000000
0.9992159396435488,0.000000,0.456434,0.000000,0.456289,0.000000,0.000000
0.9992096503282945,0.000000,0.456917,0.000000,0.456675,0.000000,0.000000
0.9992091124169995,0.000000,0.457834,0.000000,0.457375,0.000000,0.000000
0.9991976560294025,0.000000,0.458027,0.000000,0.457931,0.000000,0.000000
0.9991929260245475,0.000000,0.459380,0.000000,0.458704,0.000000,0.000000
0.9991915825534189,0.000000,0.459428,0.000000,0.459404,0.000000,0.000000
0.999185672230372,0.000000,0.459525,0.000000,0.459476,0.000000,0.000000
0.9991310120632533,0.000000,0.460104,0.000000,0.459815,0.000000,0.000000
0.9991253200201069,0.000000,0.460249,0.000000,0.460177,0.000000,0.000000
0.999121636886457,0.000000,0.460298,0.000000,0.460273,0.000000,0.000000
0.9991182543411127,0.000000,0.460442,0.000000,0.460370,0.000000,0.000000
0.9991166896339877,0.000000,0.460684,0.000000,0.460563,0.000000,0.000000
0.9991107355640846,0.000000,0.460877,0.000000,0.460781,0.000000,0.000000
0.9991008826987523,0.000000,0.460974,0.000000,0.460925,0.000000,0.000000
0.999049619554041,0.000000,0.461457,0.000000,0.461215,0.000000,0.000000
0.9990473231380596,0.000000,0.461747,0.000000,0.461602,0.000000,0.000000
0.9990266003904407,0.000000,0.461843,0.000000,0.461795,0.000000,0.000000
0.9990250516931227,0.000000,0.462036,0.000000,0.461940,0.000000,0.000000
0.99901300649122,0.000000,0.462133,0.000000,0.462085,0.000000,0.000000
0.9990036068461946,0.000000,0.462278,0.000000,0.462205,0.000000,0.000000
0.9990031702217925,0.000000,0.462326,0.000000,0.462302,0.000000,0.000000
0.9989989459535252,0.000000,0.463147,0.000000,0.462737,0.000000,0.000000
0.9989856040285449,0.000000,0.463244,0.000000,0.463196,0.000000,0.000000
0.9989724562465625,0.000000,0.463437,0.000000,0.463340,0.000000,0.000000
0.9989708229762029,0.000000,0.463485,0.000000,0.463461,0.000000,0.000000
0.9989687836888824,0.000000,0.463582,0.000000,0.463534,0.000000,0.000000
0.9989653767256143,0.000000,0.463775,0.000000,0.463679,0.000000,0.000000
0.9989497000878024,0.000000,0.464210,0.000000,0.463992,0.000000,0.000000
0.9989443293984622,0.000000,0.464306,0.000000,0.464258,0.000000,0.000000
0.9989425642408567,0.000000,0.464500,0.000000,0.464403,0.000000,0.000000
0.9989399908701114,0.000000,0.465707,0.000000,0.465103,0.000000,0.000000
0.9989362883761211,0.000000,0.467687,0.000000,0.466697,0.000000,0.000000
0.9989306557495685,0.000000,0.467832,0.000000,0.467760,0.000000,0.000000
0.9989305762923567,0.000000,0.467977,0.000000,0.467905,0.000000,0.000000
0.9989223319769949,0.000000,0.468074,0.000000,0.468026,0.000000,0.000000
0.998918866137257,0.000000,0.468170,0.000000,0.468122,0.000000,0.000000
0.9989174696624226,0.000000,0.468219,0.000000,0.468195,0.000000,0.000000
0.9989171721439272,0.000000,0.468315,0.000000,0.468267,0.000000,0.000000
0.9989164083446606,0.000000,0.468653,0.000000,0.468484,0.000000,0.000000
0.9989153941032924,0.000000,0.468798,0.000000,0.468726,0.000000,0.000000
0.9989084894134337,0.000000,0.468847,0.000000,0.468822,0.000000,0.000000
0.9989071962506835,0.000000,0.469233,0.000000,0.469040,0.000000,0.000000
0.9988976934158178,0.000000,0.469281,0.000000,0.469257,0.000000,0.000000
0.9988941285790465,0.000000,0.469378,0.000000,0.469330,0.000000,0.000000
0.9988893646725916,0.000000,0.469523,0.000000,0.469450,0.000000,0.000000
0.9988834823028067,0.000000,0.469619,0.000000,0.469571,0.000000,0.000000
0.9988699954928316,0.000000,0.469813,0.000000,0.469716,0.000000,0.000000
0.9988607901080309,0.000000,0.469909,0.000000,0.469861,0.000000,0.000000
0.9988592207633927,0.000000,0.470006,0.000000,0.469957,0.000000,0.000000
0.9988535304789465,0.000000,0.470151,0.000000,0.470078,0.000000,0.000000
0.9988521014438436,0.000000,0.470392,0.000000,0.470271,0.000000,0.000000
0.9988500594025576,0.000000,0.470489,0.000000,0.470440,0.000000,0.000000
0.9988469130608862,0.000000,0.470585,0.000000,0.470537,0.000000,0.000000
0.9988449844633004,0.000000,0.470827,0.000000,0.470706,0.000000,0.000000
0.9988223441205015,0.000000,0.471068,0.000000,0.470948,0.000000,0.000000
0.9988190575117518,0.000000,0.471165,0.000000,0.471117,0.000000,0.000000
0.9988188600579875,0.000000,0.471600,0.000000,0.471382,0.000000,0.000000
0.9988178408439404,0.000000,0.471841,0.000000,0.471720,0.000000,0.000000
0.998798778068127,0.000000,0.472034,0.000000,0.471938,0.000000,0.000000
0.998788029806965,0.000000,0.472324,0.000000,0.472179,0.000000,0.000000
0.998787091310763,0.000000,0.472421,0.000000,0.472372,0.000000,0.000000
0.9987847099200059,0.000000,0.473338,0.000000,0.472880,0.000000,0.000000
0.9987822131004347,0.000000,0.473435,0.000000,0.473387,0.000000,0.000000
0.9987757768349128,0.000000,0.473677,0.000000,0.473556,0.000000,0.000000
0.9987733932355212,0.000000,0.474208,0.000000,0.473942,0.000000,0.000000
0.9987706207284923,0.000000,0.475077,0.000000,0.474643,0.000000,0.000000
0.9987636740555957,0.000000,0.475174,0.000000,0.475126,0.000000,0.000000
0.998757963796787,0.000000,0.475560,0.000000,0.475367,0.000000,0.000000
0.9987549307421106,0.000000,0.475657,0.000000,0.475609,0.000000,0.000000
0.998730217102661,0.000000,0.476140,0.000000,0.475898,0.000000,0.000000
0.9987244789409339,0.000000,0.476236,0.000000,0.476188,0.000000,0.000000
0.9987159039609566,0.000000,0.476333,0.000000,0.476285,0.000000,0.000000
0.9987089242220236,0.000000,0.476430,0.000000,0.476381,0.000000,0.000000
0.9987065373120043,0.000000,0.476768,0.000000,0.476599,0.000000,0.000000
0.9986794664718488,0.000000,0.477058,0.000000,0.476913,0.000000,0.000000
0.9986784491707517,0.000000,0.477685,0.000000,0.477372,0.000000,0.000000
0.998671112082719,0.000000,0.477782,0.000000,0.477734,0.000000,0.000000
0.9986636726787573,0.000000,0.477879,0.000000,0.477830,0.000000,0.000000
0.9986625836569529,0.000000,0.478700,0.000000,0.478289,0.000000,0.000000
0.9986434914954807,0.000000,0.478941,0.000000,0.478821,0.000000,0.000000
0.9986350570923763,0.000000,0.480342,0.000000,0.479642,0.000000,0.000000
